conflict_id,contract_id,norm_id_1,norm_id_2,norm1,norm2,conf_type
2396,472,89710,119586,INFORMATION CONFIDENTIALITY The parties shall exchange all Information necessary in order to make possible and facilitate the development of the prototypes of the Terminal and the manufacture of the Terminals and shall keep strictly confidential all Information.,"If required, Sisal may refuse to exchange information.",2
2397,472,89771,119587,DELIVERY AND FORCE MAJEURE Autotote shall strictly comply with the delivery terms provided in art.,Autotote must delivery according to its own terms.,3
2398,472,89778,119588,"If, within 30 days after receipt of shipment, Autotote or EIS do not receive notification of nonconformity, then said shipment shall be deemed to have been accepted.",Shipment shall not be considered accepted until a notification conformity.,4
2399,472,89683,119589,"Subject to the terms and conditions of this Agreement, Autotote shall develop and manufacture for Sisal five (5) laboratory prototypes of the Terminal and one (1) working prototype in final assembly form.",Autotote is obliged to develop and manufacture two (2) laboratory prototypes of the Terminal.,3
2400,599,118532,119590,Buyer will only delay shipment of a full container for reasons specified in Section 7.6 and 7.3 above.,Buyer shall not delay any shipment.,2
2401,599,118631,119591,"17.6 QTEL shall construct, subcontract to have constructed, or procure from third parties, certain tooling, equipment and/or software programs as specified in Schedule F, to be attached hereto, which items shall be authorized by separate Purchase Order(s) issued by Buyer.",QTEL shall not construct using third parties.,2
2402,599,118625,119592,17.3 Any Consigned Tooling delivered to QTEL shall be used and handled only by employees of QTEL who are trained in the use of such tooling.,Consigned Tools delivered to QTEL may be used by CODETEL employees.,2
2403,582,114434,119628,"AorTech will return materials to suppliers for credit, less restocking fees, when appropriate.",AorTech shall never return materials to suppliers.,2
2404,582,114415,119629,AorTech shall use only approved suppliers listed on AorTech's approved supplier list when purchasing such material.,AorTech must use the suppliers it prefers.,3
2405,582,114418,119630,3.7 AorTech shall maintain a minimum of sixty (60) days inventory of all required materials for the manufacture of the Product to support the rolling Production forecast over that same time period.,AorTech shall maintain a minimum of sixty (30) days inventory of all required materials for the manufacture of the Product to support the rolling Production forecast over that same time period.,3
2406,582,114441,119631,These meetings shall be held at minimum of four (4) times per year.,Meetings must occur once a year.,3
2407,603,119395,119632,MOPAC and Biopure will cooperate in causing an orderly connection of the Separation Facility with the System.,MOPAC shall make an orderly connection of the Separation Facility with the System.,3
2408,603,119414,119633,MOPAC shall not be liable to Biopure for consequential damages arising out of System shutdown caused by any event of force majeure.,"If natural causes System to shutdown, MOPAC will be responsible for the damages.",4
2409,468,84216,119634,"(G) Within one (1) month following the termination of this Agreement, ASE shall return or destroy to Motorola each item of Technical Information and Confidential Information delivered or disclosed to ASE hereunder, and provide a certification that, through its best efforts, and to the best of its knowledge, the original and all copies, in whole or in part, in any form, of the Technical Information and Confidential Information, have been destroyed or returned to Motorola.","After the termination of this Agreement, ASE can keep items of Technical Information.",2
2410,572,111793,119635,(a) All ingredients and raw materials that CoPacker uses for the manufacture of the Products shall strictly conform to the Specifications.,"If CoPacker cannot find the ingredients and raw material needed, CoPacker must use according to its own Regulation.",4
2411,572,111782,119636,WWI shall have the right from time to time at its sole option to modify the formulations for the Products included as part of the Specifications.,WWI cannot change Products formulations.,2
2412,572,111935,119637,CoPacker will assume no costs of transportation and handling for such rejected Products.,The costs of transportation from rejected Products shall be responsibility of CoPacker.,2
2413,606,119936,119939,"10.06 The validity, construction and performance of this Agreement shall be governed and interpreted in accordance with the laws of the State of Georgia.",This Agreement shall follow the laws of the State of Hawaii.,3
2414,607,119976,120083,All payments for the Equipment shall be made by Purchaser directly to the Equipment supplier.,Payments for the Equipment must be directed to the Equipment supplier through a bank account.,3
2415,607,119949,120084,"7UP/RC shall process, test, label, store, and sell Products to Purchaser in accordance with the terms and conditions set out in this Agreement, during the term of this Agreement.",7UP/RC must not store Products.,2
2416,607,119955,120085,Purchaser shall be financially responsible for all outofdate Product and raw materials.,Purchaser shall not be responsible for out of date raw materials.,2
2417,608,120415,120570,"If such action by Apple will impact SCI's cost or delivery schedule, such cost or schedule will be equitably adjusted.",Costs and schedule will not be adjusted.,4
2418,608,120170,120571,"On or before June 21, 1996, Apple will provide and the parties will execute Product Plans for the initial Products that SCI will manufacture and attach such Product Plans as addenda A1A11 to Exhibit A.",Apple shall not provide Product Plans as it being part of SCI tasks.,2
2419,608,120416,120572,SCI will also establish a process permitting Apple to purchase components and materials and procure outofwarranty repairs directly from such vendors.,"During the contract, Apple must not purchase components.",2
2420,608,120236,120573,The terms and conditions of SCI's purchase of such materials and components will be determined by agreement between SCI and the Apple Authorized Vendors.,SCI must define all terms for materials and components.,3
2421,480,92039,120574,TEKNIKA shall pay to LSI the adjusted price for the Products within 15 business days of LSI's invoice for the Products.,TEKNIKA shall pay to LSI the adjusted price for the Products within 10 business days of LSI's invoice for the Products.,3
2422,480,92073,120575,"The arbitration shall be conducted in St. Petersburg, Florida.","The arbitration shall be conducted in Tampa, Florida.",3
2423,480,92019,120576,Teknika will notify LSI that it considers that a Triggering Event has occurred.,Teknika shall not notify LSI of any regular event.,2
2424,611,120623,120788,1.4 Contractor shall prepare and submit to Customer the quality control records and reports set forth in Exhibit II and shall also furnish to Customer without charge a reasonable number of samples from each production run of Product as set forth in Exhibit II for quality control purposes.,Contractor shall charge for every sample furnished and delivered to Customer.,3
2425,611,120696,120789,"Notwithstanding paragraph 8.1, Contractor shall not have an obligation of confidentiality with respect to information which: 8.2.a.",Contractor must keep confidentiality over all subjects of this contract.,2
2426,611,120650,120790,Contractor will provide pallets to Customer's specifications as part of the fee set forth in Exhibit I.,"If Customer's specifications demands more than 2 days to be followed, Contractor may present pallets following a base specification for all clients.",4
2427,466,121162,121311," ownership"" (whether capitalized or not) or similar forms shall mean Products for which NCR has provided the eng",All APP orders shall be payed by APP.,3
2428,614,121337,121346,"Furthermore, Buyer shall provide PBF annual audited financial statements issued by a certified public accountant(s).",Buyer will provide PBF audited financial statements monthly.,3
2429,614,121329,121347,"Payment for furniture, fixtures and equipment shall be due from Buyer to PBF within 10 days of the final installation date of the original contract amount *** or *** , to *** , provided that the *** *** , on the due dates.",Buyer shall have 5 days to pay PBF for bought equipment.,3
2430,603,119501,121855,"Except as may be modified by this Section 2, the Company shall be obligated to register the Special Shares under the 1933 Act by reason of this Section 2.2 on two occasions only, provided such registration statements have become effective under the 1933 Act.",Company shall not register Special Shares.,2
2431,605,119848,122093,"Notwithstanding the above, the total of all invoices paid under this contract may not exceed the United States dollars authorized.","If needed, the amount spent in all invoices may exceed the US dollars authorized.",4
2632,598,118448,122094,"The Contract, as modified by the express terms of this Amendment, is hereby ratified and affirmed by Purchaser and Contractor, and shall remain in full force and effect.","The Contract, as modified by the express terms of this Amendment, is hereby ratified and affirmed by Purchaser and Contractor, and must not remain in full force and effect.",1
2634,612,120995,122096,"Each party agrees that any violation or threatened violation of this Agreement may cause irreparable injury to the other party, entitling the other party to seek injunctive relief in addition to all legal remedies.","If each party agrees that any breach or threat of breach of this Agreement may cause irreparable damage to the other party, then it is authorizing the other party to seek injunctive relief in addition to all legal remedies.",4
2635,612,120897,122097,"In addition to this Blanket Purchase Order, VA Research will supply a * nonbinding &quot;subforecast&quot; reflecting the anticipated configuration detail by month.","Reflecting the details of the planned setup per month, in addition to this general purchase order, VA Research will provide a ""non-binding"" sub-quotation.",3
2636,612,120915,122098,Any material which Synnex deems necessary to purchase outside of Blanket Purchase Order coverage will be identified as such to VA Research and purchased only upon approval of VA Research in writing.,"Only upon written approval from VA Research, any material that Synnex deems necessary to purchase outside the coverage of the General Purchase Order will be identified as VA Research and purchased.",3
2637,612,120856,122099,VA Research shall add Synnex as an additional insured under VA Research's product liability polices for any Products.,VA Research will add Synnex as an additional insured if VA Research's product liability policies for any Products.,4
2638,612,120899,122100,"* C. Daily Release Orders for the specific configurations to be shipped against the Blanket Purchase Order with all shipping information, and detail of how it will be shipped 1.","* C. Daily Release Orders for the specific configurations to be shipped against the Blanket Purchase Order with all shipping information, and detail of how it must not be shipped 1.",1
2639,612,120866,122101,"In all respects, this Agreement shall govern, and any other documents including, without limitation, preprinted terms and conditions on VA Research's Blanket Purchase Orders and Daily Release Orders shall be of no effect.","If in all respects, this Agreement shall govern, and any other documents including, without limitation, then the pre-printed terms and conditions of VA Research Advance Purchase Orders and Daily Release Orders shall have no effect.",4
2640,612,120915,122102,Any material which Synnex deems necessary to purchase outside of Blanket Purchase Order coverage will be identified as such to VA Research and purchased only upon approval of VA Research in writing.,A Reseach shall not perform any approvements.,2
2641,612,121016,122103,Paragraph 2.3 shall be amended to add that materials procured to manufacture Products (as defined in Section 2 here) shall be purchased and invoiced by Synnex to VA Linux at * for such materials.,Paragraph 2.3 may be separated to add that materials purchased to manufacture Products (as defined in Section 2 here) shall be purchased and invoiced by Synnex to VA Linux on * for such materials.,2
2642,612,120934,122104,VA Research will replace the defective component and send the defective part back to Synnex to return to the supplier.,If VA Research will replace the defective component then it will have to send the defective part back to Synnex to return to the supplier.,4
2643,612,120936,122105,There will not be any credit taken by VA Research for these parts unless a reciprocal credit is first given to Synnex by the supplier.,"There will always be credit to VA Research for these parts, even if a credit is not reciprocal or given to Synnex by the supplier for the first time.",2
2644,612,120896,122106,"A * Blanket Purchase Order (&quot;Blanket Purchase Order&quot;) for Base Configuration Units, broken down by expected monthly volume.","A * General purchase order (& quot; Order of coverage order & quot;) as units of Base configuration, divided by the expected monthly volume.",3
2645,612,120912,122107,"Should Synnex need to purchase material from a source which is not on the AVL, Synnex will inform VA Research and seek written approval to deviate.",Synnex does not need to inform VA Research when it needs to purchase material from another sources.,2
2646,612,120816,122108,"All modifications to such VA Research software shall be the exclusive property of either VA Research or VA Research's vendor, as the case may be.",No modification of VA Research software will be the sole property of VA Research,2
2647,612,121025,122109,"Paragraph 7.2 shall be added: Synnex shall be appointed as reseller for VA Linux on the conditions and terms set forth in this Amendment: (i) Synnex shall have the limited right to resell solely in the U.S. VA Linux 2U Levi rackmount chassis, power supply, and backplane components with factory installed nonLinux operating systems (&quot;VA Linux Reseller Product&quot;).","Paragraph 7.2 should be added: Synnex may be named as a reseller for VA Linux with exceptions on the terms and conditions set forth in this Amendment: (i) Synnex may have the right to resell it if it is in the US VA rack-mounted chassis Linux 2U Levi, power supply and backplane components with factory-installed nonLinux operating systems (& quot; VA Reveller Product & quot;) or any similar.",4
2648,612,121016,122110,Paragraph 2.3 shall be amended to add that materials procured to manufacture Products (as defined in Section 2 here) shall be purchased and invoiced by Synnex to VA Linux at * for such materials.,"Paragraph 2.3 may be amended, if Synnex agrees, to include materials purchased to manufacture Products (as defined in Section 2 of this document) to be purchased and invoiced by Synnex to VA Linux on * for such materials.",4
2649,612,121049,122111,"(d) Gross rental payments shall include: utilities (1,000 amps), 12hour security, tax, access to fork lift, and such other equipment.","(d) Gross rental payments may include, if exceeded, public services (1,000 A), 12-hour security, taxes, access to forklifts, and other equipment.",4
3033,612,120883,122112,"This Agreement shall be binding upon and inure to the benefit of the parties hereto and their respective successors, assigns and legal representatives.","The present parties and their respective successors, assigns and legal representatives may benefit if this Agreement is binding.",4
3034,612,121028,122113,"Provided, Synnex shall hold VA Linux harmless and indemnify VA Linux for any liabilities including but not limited to intellectual property claims, damages and attorneys fees so long as such liability did not arise due to any material fault by VA Linux.","Synnex will not exempt VA Linux nor represent VA Linux for any liability, including, but not limited to, intellectual property claims, damages and attorneys' fees, even if liability arises due to any material failure of VA Linux.",4
3035,612,120841,122114,"All prices quoted are exclusive of federal, state and local excise, sales, use and similar taxes, and any duties, and VA Research shall be responsible for all such items.","Although all prices quoted are exclusive of federal, state, and local taxes, sales, use, and similar taxes, and any rights, and VA Research at no time will be responsible for all such items.",4
3036,612,121029,122115,"Synnex shall further agree to properly place VA Linux trade mark, copyright or such other notices on the VA Linux Reseller Product and shall not remove the same.","Synnex also agrees that it may properly affix VA Linux trademark, copyright, or other notices in the VA Linux Reseller Product and may remove it.",4
3037,612,120921,122116,This notification will be given within one (1) business day of receiving the Daily Release Orders.,"This notice may be given within (1) business day depending on the occasion, upon receipt of the Daily Release Orders.",2
3038,612,121030,122117,"Synnex shall be solely responsible for customer support, warranty or claims arising out of VA Linux Reseller Product except for claims arising out of any material fault of VA Linux.","Except for claims arising out of any VA Linux material failure, Synnex will be responsible for customer support, warranty or claims arising from the VA Linux Reseller Product.",2
3039,612,120841,122118,"All prices quoted are exclusive of federal, state and local excise, sales, use and similar taxes, and any duties, and VA Research shall be responsible for all such items.","VR Research may be liable for any of these items, if any, where they would be: federal, state and local taxes, sales tax, use and similar, and any rights.",4
11340,238,25133,25137,Quality.,Taxes and Royalty.,1
11341,238,25042,25043,"GAS PURCHASE AGREEMENT THIS AGREEMENT is made and entered into as of this 28th day of January, 2000, to be effective on January 1, 2000 (the Effective Date), by and between WESTERN GAS RESOURCES, INC., a Delaware corporation (Buyer), and Big Basin Petroleum, LLC (Seller).","Buyer and Seller shall also be hereinafter referred to individually as the ""Party"" and jointly as the ""Parties.""",1
11342,579,113559,125526,Customer will notify USF at least [***] days in advance of special promotions that may cause unusual or excessive demand on inventory.,Customer should notify USF of special promotions that may cause unusual and excessive demand on inventory.,2
11343,579,113698,125527,"Notwithstanding anything contained herein or in any other agreement to the contrary, to the extent there is any change in Customer's creditworthiness or financial capabilities (which shall include Customer's failure to pay invoices within payment terms and a reasonable period of time thereafter), or to the extent Customer experiences other circumstances which affect its ability to meet the payment terms established hereunder, USF shall have the right to change the terms outlined herein including, but not limited to, Customer's payment terms and service arrangements.","If anything contained in this document and any other agreement to the contrary, to the extent that there is no change in Customer's credit and financial standing (which will never include Customer's failure to pay invoices out of payment terms and one unreasonable period of time thereafter) and To the extent that Customer has other circumstances that affect its ability to meet the payment terms set forth herein, then USF shall have no right to change the terms described herein, including, but not limited to, limiting Customer's terms of payment and services.",4
11344,579,113670,125528,"Upon reaching the stated end date of a deviated costing program, based on the vendor documentation described above, USF's pricing to Customer will revert to the regular price structure as described in Section 4 above.","If you do not reach the stated end date of a deviating costing program, based on the supplier documentation described above, then USF prices to Customer will be reverted to the regular price structure as described in Section 4 above.",4
11345,579,113959,125529,Interest will be charged at the lower of [***]% per month or the highest rate permissible by law.,If no interest will be charged at the lower of [***]% per month and at the highest rate then it will be allowed by law.,4
11346,579,113923,125530,"Invoice cost shall not be adjusted for, and Customer shall not be entitled to, promotional allowances, cash discounts, prompt pay discounts, growth programs or any other supplier incentives received by USF.","If the cost of the invoice is adjusted, Customer will not be entitled to promotional discounts, cash discounts, growth programs or any other supplier incentives received by USF.",4
11347,579,114050,125531,This Agreement shall be governed by and construed and enforced in accordance with the laws of the State of Maryland without reference to the conflicts of laws principles thereof.,"This Agreement shall not be governed by, construed and enforced in accordance with the laws of the State of Maryland, without reference to conflicts of law principles thereof.",4
11348,579,113586,125532,"In the event this Agreement is terminated for any reason, Customer agrees to purchase, or cause a third party to purchase, at full selling price, including the applicable fee per case and any additional surcharges incurred by USF, all Proprietary Products.","You do not agree to purchase, or cause a third party to purchase, at full sale price, including the applicable rate per case and any additional surcharges incurred by USF, all Proprietary Products, if this Agreement is terminated for any reason",2
11349,579,113780,125533,"It is the policy of USF to comply with all applicable state and federal laws prohibiting discrimination in employment based on race, age, color, sex, national origin, disability, religion or other protected classification.","If USF policy does not comply with all state and federal laws then they are not applicable that prohibit discrimination in employment based on race, age, color, sex, nationality, disability, religion or other protected classification.",4
11350,579,113550,125534,"Distributor shall supply Customer with items ordered by Customer which are within the categories of products listed below, and such additional categories of products as the parties may agree to in writing (collectively, ""Specified Products"").","The Distributor will never provide Customer with any items requested by Customer if it does not wish to, even those within the product categories listed below, and additional categories of products that the parties may agree in writing (collectively, ""Specified Products"").",2
11351,579,113897,125535,"Additionally, the website is intended to allow users to search the USF catalog of products and gain access to real time pricing of items, even those not on Customer's standard Order Guide.","In addition, the site may allow users to search the USF product catalog and gain access to the price of the items, but not the ones in the Customer's standard Ordering Guide.",2
11352,477,90912,125536,"If Airline has not remedied the situation to the reasonable satisfaction of LMGC within 72 hours thereafter, LMGC shall be entitled, for the **** day period thereafter and in addition to the capacity otherwise provided hereunder on such **** Route or **** Route, as applicable, to book additional Airline Seats at the Special Fares in any other economy booking classes in a number sufficient to make up the deficiency for that particular **** day period.","The LMGC shall not be entitled to, or in addition to, the capacity otherwise provided herein on such route or route, as the case may be, to reserve additional Air Seats in the Special Rates in any other classes of economy reservation if the Airline remedies reasonable satisfaction with the LMGC within 72 days.",2
11353,477,91026,125537,"Neither party may assign its rights or obligations hereunder without the prior written consent of the other, except that either party may, without consent, assign its rights hereunder (i) to any Affiliate either as part of a bona fide corporate reorganization, or a sale of all or substantially all of its assets, but no such assignment shall relieve such party from its obligations hereunder, and (ii) by way of security to any financier; provided that if any **** or **** enforces upon any such security provided by LMGC and operates the Program on its own for more than one month, Airline may, on not less than 20 Business Days prior notice to such **** or **** sent no later than four weeks after the end of such month, elect to terminate this Agreement, in which event, this **** PORTIONS OMITTED AND FILED SEPARATELY WITH THE COMMISSION PURSUANT TO A REQUEST FOR CONFIDENTIAL TREATMENT.","Both parties may assign their rights or obligations here with the prior written consent of the other party, even if either party wishes to transfer its diamonds, there must be prior consent here (i) to any Affiliate or part of the corporate restructuring in good faith and a sale of all or substantially all of its assets, but all such assignments shall include such part of its obligations, and (ii) as collateral to any lender; provided that, if any **** or **** is not applicable to any title provided by the LMGC and operate the Program for its own account for less than one month, the Airline may, at least 20 working days in advance, such **, or **** submitted no later than four weeks after the end of that month, elect to terminate this Agreement, in which case the parties shall be processed and filed separately with the Commission in accordance with a request for confidential treatment.",2
11354,477,91098,125538,"Airline shall pay LMGC (or LMG Travel) commissions in respect of sales of all tickets (including tickets for companion seats, but not including Special Tickets purchased hereunder at the Special Fares) on the basis of Airline's standard commission agreement for each calendar year during the Term.",The airline will be required to pay LMGC (or LMG Travel) commissions in respect of the sale of some of the tickets (not including tickets for complimentary seats but including special tickets purchased under special rates) based on Airline's standard commission agreement for each year Term.,2
11355,477,90887,125539,"(b) Airline agrees to load and maintain the Special Fares in **** Class during the Initial Period and in the Other Class during the Additional Period, and make such Special Fares accessible in SABRE throughout the Term and to give LMGC and LMG Travel (and no one else outside of Airline or a Regional Airline) access to such fares.","The Special Rates in Class **** during the Initial Period and in the Other Class during the Additional Period the airline does not agree to load and maintain them, and does not make such Special Rates available on SABER during the Term and give LMGC and to LMG Travel (and no one else outside the Airline or a regional airline) access to such rates.",2
11356,477,90947,125540,"As soon as possible, but in any event by July 1, 2000, Airline shall dedicate at least one employee exclusively for the purpose of fulfilling the responsibilities and having the job position and qualifications described in Schedule E hereto.","If, as soon as possible, but in any case no later than July 1, 2000, no employee shall be dedicated to discharge the responsibilities and hold the position and qualifications described in Annex E of this document.",4
11357,579,125534,125541,"The Distributor will never provide Customer with any items requested by Customer if it does not wish to, even those within the product categories listed below, and additional categories of products that the parties may agree in writing (collectively, ""Specified Products"").","if Customer wishes, it will always be provided by the Distributor, any items within the product categories listed below, and additional categories of products that the parties may agree in writing (collectively, ""Specified Products"").",4
11358,579,113654,125542,Selling price will be reestablished by applying the applicable fee per case amount to the increased cost.,"If the sale price is restored by applying the applicable rate, then the cash value will not increase the cost.",4
11359,579,113957,125543,"Customer shall be primarily responsible for all financial obligations hereunder, irrespective of the entity to which Customer may direct that products be delivered.","If the Customer wishes it will not be responsible for all financial obligations, then especially the entity that can direct the products to be delivered.",4
11360,579,113913,125544,"Such product must be unopened, full case nonperishable product, in good condition with adequate shelf life remaining to allow for resale.","Such product may be closed, non-perishable product, in good condition, with adequate shelf life to enable resale in the short term.",2
11361,579,114048,125545,No force majeure event shall excuse Customer from its payment obligations contained herein.,Any event of force majeure may release Customer from its payment obligations contained herein.,2
11362,579,113774,125546,"In the event this Agreement is assigned, the assignor shall in no event be relieved of or be released from its obligations contained herein.","If this Agreement is attributed, the assignor may be released or released from its obligations contained herein.",4
11363,579,113645,125547,"It is expressly acknowledged and agreed that USF may utilize its internal logistics or branch generated backhaul program, provided that freight cost charged to Customer does not exceed standard freight.",The cost of freight charged to the Customer may exceed the standard freight if USF uses its internal or programmed backhaul logistics generated by the agency.,4
11364,579,113811,125548,USF may not assign any accounts receivable due from Customer hereunder to any third party.,"If USF assigns any accounts, then you can receive debits by Clienter here to a third party.",4
11365,579,125535,125549,"In addition, the site may allow users to search the USF product catalog and gain access to the price of the items, but not the ones in the Customer's standard Ordering Guide.","In addition, if the site can allow users to search the USF product catalog, then they can not gain access to the price of the items, but can access those from the Customer's standard Ordering Guide.",4
